FB_NR,BFS_WENKER,ORTSNAME,X,Y,,,Bezirk,Kanton,Transkription
42741,4436_1,Romanshorn,746032,270134,"47.56566, 9.37932",,Arbon,TG,ja
42742,4416_1,Hatswil,741944,268937,,,Arbon,TG,ja
42743,4441_2,Salmsach,745421,268971,,,Arbon,TG,ja
42744,4441_1,Hungerbühl,744449,268255,,,Arbon,TG,ja
42745,4411_1,Egnach,746367,267729,,,Arbon,TG,ja
42746,4411_5,Steinebrunn,743373,266560,,,Arbon,TG,ja
42747,4411_3,Neukirch,745428,266007,,,Arbon,TG,ja
42748,4401_2,Frasnacht,748034,266046,,,Arbon,TG,ja / in Bearb.
42749,4401_1,Arbon,750492,264623,,,Arbon,TG,ja
42750,4431_2,Roggwil ,747445,262879,,,Arbon,TG,ja
42767,4431_1,Freidorf,747526,261173,,,Arbon,TG,ja
42768,3215_1,Rorschach,754791,260686,,,Rorschach,SG,ja
42769,3214_1,Mörschwil,749666,259397,,,Rorschach,SG,ja
42770,3204_1,Wittenbach,746995,258740,,,SG,SG,ja
42771,3219_1,Untereggen,751754,257868,,,Rorschach,SG,ja
42772,3442_1,Engelburg,638575,242841,,,Gossau,SG,ja
42773,3212_2,Eggersriet,753348,256636,,,Rorschach,SG,ja
42774,3034_1,Kaien,755665,254979,,,Vorderland,AR,ja
42775,3034_2,Robach,752868,255451,,,Vorderland,AR,ja
42776,3034_3,Rehetobel,754220,254826,,,Vorderland,AR,ja
42777,3203_1,St. Gallen,746282,254306,,,SG,SG,ja / ja
42778,4421_1,Horn,752507,262262,,,Arbon,TG,ja
42785,3237_1,Altenrhein,759186,262057,,,Unterrheintal,SG,ja
42786,3237_2,Thal,760630,259258,,,Unterrheintal,SG,ja
42787,3235_1,Rheineck,762223,259621,,,Unterrheintal,SG,ja
42788,3033_1,Lutzenberg,761730,258746,,,Vorderland,AR,ja
42789,3212_1,Grub ,756522,257985,,,Rorschach,SG,ja
42790,3038_1,Wolfhalden,759272,258035,,,Vorderland,AR,ja
42791,3031_1,Grub ,756040,257264,,,Vorderland,AR,ja
42792,3032_1,Heiden,757825,256855,,,Vorderland,AR,ja
42793,3038_2,Tanne Gm. Wolfhalden,759779,257135,,,Vorderland,AR,ja
42794,3037_1,Walzenhausen,763095,257843,,,Vorderland,AR,ja
42795,3231_2,Au,585557,204469,,,Unterrheintal,SG,ja
42796,3111_1,Oberegg,759569,254536,,,,AI,ja
42797,3038_4,Zelg Gm. Wolfhalden,761136,258010,,,Vorderland,AR,ja
42817,3036_1,Wald ,754825,253687,,,Vorderland,AR,ja
42818,3025_1,Trogen,752903,252760,,,Mittelland,AR,ja
42819,3024_1,Teufen ,747323,250642,,,Mittelland,AR,ja
42820,3005_1,Stein ,743955,248824,,,Hinterland,AR,ja
42821,3022_1,Gais,752021,247518,,,Mittelland,AR,ja / ja
42822,3232_1,Balgach,763751,253108,,,Unterrheintal,SG,ja
42827,3251_4,Lüchingen 2,759765,250631,,,Oberrheintal,SG,ja
42828,3234_1,Diepoldsau,767320,250716,,,Unterrheintal,SG,ja
42829,3251_1,Altstätten,758922,249652,,,Oberrheintal,SG,ja
42830,3251_5,Warmesberg,756444,248053,,,Oberrheintal,SG,ja
42831,3254_1,Hard,757457,244956,,,Oberrheintal,SG,ja
42832,3254_2,Oberriet ,761193,243557,,,Oberrheintal,SG,ja
42833,3254_3,Montlingen,762533,244858,,,Oberrheintal,SG,
42834,3231_1,Heerbrugg (nur Brief),765159,253367,,,Unterrheintal,SG,
42838,3035_3,Mohren Gm. Reute,761090,252790,,,Vorderland,AR,ja
42838,3035_1,Reute ,761110,254294,,,Vorderland,AR,
42838,3035_2,Schachen Gm. Reute,759990,254930,,,Vorderland,AR,
42872,3256_1,Rüthi ,758818,240315,,,Oberrheintal,SG,ja
42888,3274_2,Frümsen,754097,234724,,,Werdenberg,SG,ja
42889,3274_1,Salez,756056,233598,,,Werdenberg,SG,ja
42890,3357_1,Schönenboden Gm. Wildhaus,744858,229815,,,Obertoggenburg,SG,ja
42944,3275_2,Rans,754975,222894,,,Werdenberg,SG,ja
42945,3292_1,Flums,744945,217935,,,Sargans,SG,ja
42970,3296_1,Sargans,752483,212429,,,Sargans,SG,ja / in Bearb.
42971,3293_1,Mels,750474,212541,,,Sargans,SG,ja
42974,3951_1,Fläsch,757761,210553,,,Unterlandquart,GR,ja
42975,3953_1,Maienfeld,758976,207987,,,Unterlandquart,GR,ja
42976,3952_1,Jenins,761123,207762,,,Unterlandquart,GR,ja / ja
44469,2911_1,Altdorf ,691428,293326,,,Reiat,SH,ja
44470,2918_1,Opfertshofen,691697,292646,,,Reiat,SH,ja
44471,2951_1,Beggingen,682339,291254,,,Schleitheim,SH,ja
44472,2936_1,Merishausen,687733,290755,,,SH,SH,ja
44473,2914_1,Büttenhardt,691051,290190,,,Reiat,SH,ja
44474,2916_1,Hofen,692802,293192,,,Reiat,SH,ja
44475,2913_1,Bibern,692812,292185,,,Reiat,SH,ja
44476,2917_1,Lohn ,692378,290274,,,Reiat,SH,ja
44477,2972_1,Oberhallau,678076,284235,,,Unterklettgau,SH,ja
44478,2901_1,Gächlingen,679522,284102,,,Oberklettgau,SH,ja
44479,2971_1,Unterhallau,676465,283386,,,Unterklettgau,SH,ja
44480,2904_1,Neunkirch,679296,282602,,,Oberklettgau,SH,ja
44481,2973_1,Trasadingen,674448,280173,,,Unterklettgau,SH,ja
44482,2934_1,Hemmental,685652,287697,,,SH,SH,ja
44483,2939_1,Herblingen,691850,286755,,,SH,SH,ja
44484,2953_1,Siblingen,681139,285408,,,Schleitheim,SH,ja
44485,2903_1,Löhningen,683662,284007,,,Oberklettgau,SH,ja
44486,2939_2,Schaffhausen,689635,283741,,,SH,SH,ja
44487,2939_3,Schaffhausen 2,689635,283741,,,SH,SH,ja
44488,2939_4,Schaffhausen 3,689635,283741,,,SH,SH,ja
44489,2939_5,Buchthalen,691521,283611,,,SH,SH,ja
44490,2902_1,Guntmadingen,683993,282312,,,Oberklettgau,SH,ja
44491,27_1,Feuerthalen,690706,283051,,,Andelfingen,ZH,ja
44492,29_1,Flurlingen,689453,282164,,,Andelfingen,ZH,ja
44493,34_1,Nohl,687800,280550,,,Andelfingen,ZH,ja
44494,2920_1,Thayngen,694762,289105,,,Reiat,SH,ja
44495,2920_2,Thayngen 2,694762,289105,,,Reiat,SH,ja
44496,2915_1,Dörflingen,696489,284607,,,Reiat,SH,ja
44497,2963_1,Ramsen,702901,285011,,,Stein,SH,ja
44498,4545_1,Diessenhofen,698683,282451,,,Diessenhofen,TG,ja
44499,4871_1,Rheinklingen,702788,281377,,,Steckborn,TG,ja
44500,4536_1,Basadingen,698112,280488,,,Diessenhofen,TG,ja
44501,4864_1,Steckborn,715810,280423,,,Steckborn,TG,ja
44502,4801_1,Berlingen,718909,281492,,,Steckborn,TG,ja
44503,4851_2,Salenstein,721669,281055,,,Steckborn,TG,ja
44504,4646_1,Ermatingen,723737,281188,,,Kreuzlingen,TG,ja
44505,4651_1,Gottlieben,727296,280677,,,Kreuzlingen,TG,ja
44506,2974_1,Wilchingen,676991,280176,,,Unterklettgau,SH,ja
44507,2905_1,Osterfingen,678800,279658,,,Oberklettgau,SH,ja
44508,61_1,Hüntwangen,679181,272171,,,Bülach,ZH,ja
44509,70_1,Wasterkingen,677844,271585,,,Bülach,ZH,ja
44511,22_1,Benken ,691257,278808,,,Andelfingen,ZH,ja
44511,38_1,Rheinau,687581,277731,,,Andelfingen,ZH,ja
44512,35_1,Marthalen,691065,275702,,,Andelfingen,ZH,ja
44513,35_2,Marthalen 2,691065,275702,,,Andelfingen,ZH,ja
44514,67_1,Rafz,682829,273998,,,Bülach,ZH,ja
44515,33_1,Alten,690943,272763,,,Andelfingen,ZH,ja
44516,4546_2,Unterschlatt,694957,279823,,,Diessenhofen,TG,ja
44517,4536_2,Schlattingen,699975,280286,,,Diessenhofen,TG,ja
44518,4546_1,Mettschlatt,694622,279092,,,Diessenhofen,TG,ja
44519,40_3,Wildensbuch,692955,278618,,,Andelfingen,ZH,ja
44520,40_1,Rudolfingen,692791,277357,,,Andelfingen,ZH,ja
44521,40_2,Trüllikon,694242,277135,,,Andelfingen,ZH,ja
44522,42_1,Unterstammheim,701579,277389,,,Andelfingen,ZH,ja
44523,41_1,Truttikon,696855,276163,,,Andelfingen,ZH,ja
44524,36_1,Oberstammheim,702400,276566,,,Andelfingen,ZH,ja
44525,4821_2,Nussbaumen,704412,275814,,,Steckborn,TG,ja
44526,33_2,Oerlingen,693056,275410,,,Andelfingen,ZH,ja
44527,33_3,Kleinandelfingen,693497,272606,,,Andelfingen,ZH,ja
44528,4601_2,OBEeunforn,699881,273726,,,Frauenfeld,TG,ja
44529,4601_1,Niederneunforn,701157,272557,,,Frauenfeld,TG,ja
44530,4601_3,Wilen bei Neunform,699882,273726,,,Frauenfeld,TG,ja
44531,21_1,Adlikon,694313,271017,,,Andelfingen,ZH,ja
44532,39_2,Gütighausen,697432,271538,,,Andelfingen,ZH,ja
44533,2964_1,Stein am Rhein,706734,279706,,,Stein,SH,ja
44534,4871_2,Kaltenbach,705484,278994,,,Steckborn,TG,ja
44535,4806_1,Eschenz,708027,278185,,,Steckborn,TG,ja
44536,4826_1,Mammern,710853,278102,,,Steckborn,TG,ja
44537,4816_1,Gundelhart-Hörhausen,715254,276973,,,Steckborn,TG,ja
44538,4811_2,Lanzenneunforn,712774,275739,,,Steckborn,TG,ja
44539,4816_3,Hörstetten,715824,275294,,,Steckborn,TG,ja
44540,4841_2,Dettighofen bei Lanzenneunforn,713557,275094,,,Steckborn,TG,ja
44541,4616_1,Buch bei Frauenfeld,705241,273005,,,Frauenfeld,TG,ja
44542,4821_1,Hüttwilen,707658,273924,,,Steckborn,TG,ja
44543,4811_1,Herdern,710618,273714,,,Steckborn,TG,ja
44544,4841_1,Pfyn,713752,272698,,,Steckborn,TG,ja
44545,4621_1,Weiningen ,708876,271878,,,Frauenfeld,TG,ja
44546,4621_2,Warth,707897,271312,,,Frauenfeld,TG,ja
44547,4851_1,Fruthwilen,722360,280291,,,Steckborn,TG,ja
44548,4646_2,Triboltingen,725588,280231,,,Kreuzlingen,TG,ja
44549,4696_1,Tägerwilen,727377,279631,,,Kreuzlingen,TG,
44550,4816_4,Salen-Reutenen,718818,278837,,,Steckborn,TG,
44551,4816_2,Homburg,717923,277143,,,Steckborn,TG,ja
44552,4846_1,Raperswilen,720549,276981,,,Steckborn,TG,
44553,4701_2,Wäldi,724433,277277,,,Kreuzlingen,TG,
44554,4951_2,Illhart,720254,275583,,,Weinfelden,TG,
44555,4701_1,Engwilen,724569,275365,,,Kreuzlingen,TG,
44556,4666_4,Neuwilen,727496,275956,,,Kreuzlingen,TG,
44557,4701_3,Hefenhausen,722187,275179,,,Kreuzlingen,TG,
44558,4666_3,Lippoldswilen,725776,274699,,,Kreuzlingen,TG,ja
44559,4666_1,Alterswilen,729004,274603,,,Kreuzlingen,TG,
44560,4831_1,Müllheim,717563,273532,,,Steckborn,TG,
44561,4951_3,Wigoltingen,719781,273102,,,Weinfelden,TG,
44562,4951_1,Engwang,721502,273412,,,Weinfelden,TG,
44563,4666_6,Hugelshofen,726085,273345,,,Kreuzlingen,TG,
44564,4666_5,Engelswilen,728675,272918,,,Kreuzlingen,TG,
44565,4941_1,Märstetten,722403,272558,,,Weinfelden,TG,
44566,4941_2,Ottoberg,723846,272221,,,Weinfelden,TG,
44567,4671_1,Kreuzlingen,730375,279336,,,Kreuzlingen,TG,
44568,4643_1,Bottighofen,732812,278058,,,Kreuzlingen,TG,ja
44569,4691_2,Scherzingen,734422,277065,,,Kreuzlingen,TG,
44570,4683_2,Oberhofen bei Kreuzlingen,731894,275683,,,Kreuzlingen,TG,
44571,4666_2,Altishausen,730247,273721,,,Kreuzlingen,TG,
44572,4683_1,Illighausen,733050,274097,,,Kreuzlingen,TG,
44573,4681_3,Zuben,735189,274672,,,Kreuzlingen,TG,
44574,4641_1,Altnau,736748,274915,,,Kreuzlingen,TG,
44575,4656_1,Güttingen,738895,274055,,,Kreuzlingen,TG,
44576,4681_2,Herrenhof,735847,273391,,,Kreuzlingen,TG,
44577,4426_1,Kesswil,741292,273333,,,Arbon,TG,ja
44578,4901_2,Birwinken,732280,271647,,,Weinfelden,TG,ja
44579,4691_1,Landschlacht,735712,276622,,,Kreuzlingen,TG,
44580,4451_1,Uttwil,742994,272323,,,Arbon,TG,
44581,4317_1,Rümikon,670600,268750,,,Zurzach,AG,
44582,102_1,Weiach,675049,267908,,,Dielsdorf,ZH,ja
44583,4319_1,Siglistorf,670860,266466,,,Zurzach,AG,ja
44584,100_2,Raat bei Windlach,676733,266672,,,Dielsdorf,ZH,
44585,100_3,Windlach,678040,266126,,,Dielsdorf,ZH,
44586,100_1,Stadel,677477,264644,,,Dielsdorf,ZH,ja
44587,4318_1,Schneisingen,669194,263935,,,Zurzach,AG,
44588,81_1,Bachs,675312,264158,,,Dielsdorf,ZH,
44589,88_1,Neerach,678024,263046,,,Dielsdorf,ZH,
44590,4043_1,Unterehrendingen,668575,261566,,,Baden,AG,
44591,93_1,Oberweningen,672835,261589,,,Dielsdorf,ZH,ja
44592,2938_1,Rüdlingen,685266,270481,,,SH,SH,
44593,2938_2,Rüdlingen 2,685266,270481,,,SH,SH,ja
44594,28_1,Flaach,688038,270076,,,Andelfingen,ZH,ja
44595,4561_1,Felben,713158,270983,,,Frauenfeld,TG,
44596,4590_2,Mettendorf,715210,270770,,,Frauenfeld,TG,
44597,4561_2,Wellhausen,713425,270253,,,Frauenfeld,TG,
44598,4571_3,Strass,706814,268980,,,Frauenfeld,TG,
44599,4566_1,Frauenfeld,709725,268500,,,Frauenfeld,TG,ja
44600,4571_2,Islikon,705989,267298,,,Frauenfeld,TG,
44601,4611_2,Thundorf,714786,267224,,,Frauenfeld,TG,ja
44602,4611_1,Lustdorf,716543,267743,,,Frauenfeld,TG,
44603,4571_1,Gachnang,706532,266314,,,Frauenfeld,TG,
44604,4566_2,Gerlikon,708289,266129,,,Frauenfeld,TG,
44605,220_1,Hagenbuch,709236,264406,,,Winterthur,ZH,
44606,4591_1,Matzingen,712547,264372,,,Frauenfeld,TG,
44607,4606_1,Stettfurt,714186,264820,,,Frauenfeld,TG,
44608,4741_1,Lommis,717352,264107,,,Münchwilen,TG,
44609,212_3,Zünikon,705139,263823,,,Winterthur,ZH,
44610,4551_4,Wittenwil,711750,262461,,,Frauenfeld,TG,in Bearb.
44611,4781_1,Eggetsbühl,715927,262506,,,Münchwilen,TG,
44612,4590_1,Eschikofen,717971,271148,,,Frauenfeld,TG,
44613,4881_2,Fimmelsberg,719708,269297,,,Weinfelden,TG,
44614,4881_1,Amlikon,721869,270070,,,Weinfelden,TG,
44615,4946_1,Weerswilen,727537,270737,,,Weinfelden,TG,
44616,4946_2,Weinfelden,725416,269786,,,Weinfelden,TG,ja
44617,4891_2,Mauren,729182,269788,,,Weinfelden,TG,
44618,4921_1,Bussnang,723872,268581,,,Weinfelden,TG,
44619,4881_4,Wolfikon-Strohwilen,718658,268009,,,Weinfelden,TG,
44620,4881_3,Holzhäusern,721228,268151,,,Weinfelden,TG,
44621,4921_4,Schmidshof,721712,267324,,,Weinfelden,TG,
44622,4711_3,Zezikon,719254,266135,,,Münchwilen,TG,
44623,4711_2,Märwil,722775,265970,,,Münchwilen,TG,
44624,4921_2,Friltschen,723960,266623,,,Weinfelden,TG,
44625,4911_1,Bürglen ,728770,267940,,,Weinfelden,TG,
44626,4911_2,Istighofen,728742,266983,,,Weinfelden,TG,
44627,4711_1,Affeltrangen,719893,265268,,,Münchwilen,TG,
44628,4921_5,Mettlen,726935,265777,,,Weinfelden,TG,
44629,4501_1,Buhwil,730103,265479,,,Bischofszell,TG,
44630,4776_1,Tobel,720032,263973,,,Münchwilen,TG,ja
44631,4921_3,Lanterswil,724815,264644,,,Weinfelden,TG,
44632,4756_1,Schönholzerswilen,728303,264292,,,Münchwilen,TG,
44633,26_1,Dorf,691045,269804,,,Andelfingen,ZH,
44634,23_1,Berg am Irchel,687236,269434,,,Andelfingen,ZH,
44635,58_1,Glattfelden,679829,268218,,,Bülach,ZH,
44636,55_1,Tössriederen,683187,268841,,,Bülach,ZH,ja
44637,57_2,Teufen,684858,267148,,,Bülach,ZH,
44638,24_1,Buch am Irchel ,688817,267391,,,Andelfingen,ZH,
44639,57_1,Freienstein,686221,264948,,,Bülach,ZH,
44640,68_1,Rorbas,685794,264959,,,Bülach,ZH,ja
44641,59_1,Hochfelden,681207,264158,,,Bülach,ZH,
44644,60_1,Höri,680667,262437,,,Bülach,ZH,
44645,224_1,Pfungen,691032,263506,,,Winterthur,ZH,
44646,32_1,Humlikon,692613,270158,,,Andelfingen,ZH,
44647,214_1,Oberwil/Niederwil,696097,269946,,,Winterthur,ZH,
44648,39_1,Thalheim an der Thur,698934,270689,,,Andelfingen,ZH,
44649,4616_2,Uesslingen,704767,270894,,,Frauenfeld,TG,
44650,211_1,Altikon,700998,270051,,,Winterthur,ZH,
44651,23_2,Berg am Irchel 2,687221,269462,,,Andelfingen,ZH,
44652,223_2,Hünikon,692697,267506,,,Winterthur,ZH,
44653,221_1,Hettlingen,695618,267028,,,Winterthur,ZH,
44654,216_1,Dinhard,700008,268015,,,Winterthur,ZH,
44655,225_1,Rickenbach ,702032,267605,,,Winterthur,ZH,
44656,218_1,Ellikon an der Thur,704298,268963,,,Winterthur,ZH,ja
44657,223_1,Aesch,693559,266373,,,Winterthur,ZH,
44658,230_2,Ohringen Gm. Winterthur,695724,264989,,,Winterthur,ZH,
44659,227_1,Seuzach,697897,265808,,,Winterthur,ZH,
44660,212_2,Gundetswil,704299,266429,,,Winterthur,ZH,
44661,212_1,Bertschikon,703620,264916,,,Winterthur,ZH,
44662,219_1,Elsau,702697,262472,,,Winterthur,ZH,
44663,4723_1,Braunau,723026,262592,,,Münchwilen,TG,
44664,4901_4,Mattwil,732996,271167,,,Weinfelden,TG,
44665,4901_3,Happerswil-Buch,734228,271191,,,Weinfelden,TG,
44666,4406_1,Dozwil,741543,271173,,,Arbon,TG,
44667,4891_1,Berg ,730020,271316,,,Weinfelden,TG,
44668,4901_1,Andwil,733732,269982,,,Weinfelden,TG,
44669,4476_3,Kümmertshausen,735579,269764,,,Bischofszell,TG,
44670,4446_1,Sommeri,739078,270307,,,Arbon,TG,
44671,4911_3,Leimbach,731583,269123,,,Weinfelden,TG,
44672,4506_3,Donzhausen,732284,268528,,,Bischofszell,TG,
44673,4476_1,Engishofen,736439,268969,,,Bischofszell,TG,
44674,4461_4,Oberaach,737542,269180,,,Bischofszell,TG,
44675,4506_2,Sulgen,731383,266810,,,Bischofszell,TG,ja
44676,4476_2,Erlen,734550,268271,,,Bischofszell,TG,
44677,4461_3,Mühlebach,738241,267585,,,Bischofszell,TG,
44678,4461_1,Amriswil,740264,268298,,,Bischofszell,TG,ja
44679,4506_1,Götighofen,733830,266396,,,Bischofszell,TG,
44680,4461_2,Hagenwil b. Amriswil,740654,265891,,,Bischofszell,TG,
44681,4461_5,Räuchlisberg,739444,266705,,,Bischofszell,TG,
44682,4501_2,Schönenberg,732560,264877,,,Bischofszell,TG,
44683,4511_2,Zihlschlacht,737023,264955,,,Bischofszell,TG,
44684,3202_1,Muolen,742068,265118,,,SG,SG,
44685,4501_3,Neukirch a/Th.,730625,263670,,,Bischofszell,TG,ja / ja
44686,4495_1,Hohentannen,734465,263657,,,Bischofszell,TG,
44687,4511_1,Sitterdorf,736330,263231,,,Bischofszell,TG,ja
44688,4511_3,Blidegg,740009,263375,,,Bischofszell,TG,
44689,4471_2,Halden,733398,262994,,,Bischofszell,TG,
44690,2701_1,Basel,611390,266347,,,,BS,ja
44691,2701_2,Basel 2,611390,266347,,,,BS,
44692,2701_3,Basel 3,611390,266347,,,,BS,
44693,2701_4,Basel 4,611390,266347,,,,BS,
44694,2701_5,Basel 5,611390,266347,,,,BS,
44695,2701_6,Basel 6,611390,266347,,,,BS,
44696,2701_7,Basel 7,611390,266347,,,,BS,
44697,2701_8,Basel 8,611390,266347,,,,BS,
44698,2701_9,Basel 9,611390,266347,,,,BS,
44699,2701_10,Basel 10,611390,266347,,,,BS,
44700,2762_1,Allschwil,607297,266644,,,Arlesheim,BL,
44701,2767_1,Bottmingen,610018,263740,,,Arlesheim,BL,
44702,2771_1,Oberwil ,609086,262688,,,Arlesheim,BL,
44703,2769_1,Münchenstein,613543,262738,,,Arlesheim,BL,ja
44704,2703_1,Riehen,615838,270458,,,,BS,ja
44705,2766_1,Birsfelden,614057,267200,,,Arlesheim,BL,
44706,4258_1,Rheinfelden,626355,266628,,,Rheinfelden,AG,
44707,4252_1,Kaiseraugst,621557,265463,,,Rheinfelden,AG,
44708,2826_1,Giebenach,623075,263644,,,Liestal,BL,
44709,4257_1,Olsberg,625948,263386,,,Rheinfelden,AG,
44710,4253_1,Magden,628037,264530,,,Rheinfelden,AG,ja
44711,2831_1,Pratteln,619074,263579,,,Liestal,BL,ja
44712,2825_1,Füllinsdorf,621852,261897,,,Liestal,BL,
44713,2824_1,Frenkendorf,620782,261364,,,Liestal,BL,
44714,4254_1,Möhlin,629732,267990,,,Rheinfelden,AG,ja
44717,4177_1,Sisseln,641532,267203,,,Laufenburg,AG,
44718,4263_1,Zeiningen,632463,265721,,,Rheinfelden,AG,
44719,4260_1,Stein,638420,266040,,,Rheinfelden,AG,ja
44720,4172_1,Münchwilen,639420,265280,,,Laufenburg,AG,
44721,4161_1,Eiken,641446,264720,,,Laufenburg,AG,
44722,4264_1,Zuzgen,634902,263777,,,Rheinfelden,AG,
44723,4256_1,Obermumpf,637182,264676,,,Rheinfelden,AG,ja
44724,2844_1,Buus,632084,261719,,,Sissach,BL,ja
44725,4251_1,Hellikon,636230,262155,,,Rheinfelden,AG,
44726,4259_1,Schupfart,639770,262637,,,Rheinfelden,AG,ja
44727,4165_1,Gipf-Oberfrick,642539,260967,,,Laufenburg,AG,
44728,4255_1,Mumpf,636442,266225,,,Rheinfelden,AG,
44729,4176_1,Schwaderloch,653096,270791,,,Laufenburg,AG,
44730,4171_1,Mettau,651747,268394,,,Laufenburg,AG,
44731,4171_2,Mettau 2,651747,268394,,,Laufenburg,AG,
44732,4180_1,Wil ,653700,268000,,,Laufenburg,AG,ja
44733,4101_1,Hottwil,654401,266581,,,Brugg,AG,
44734,4164_1,Gansingen,652477,266133,,,Laufenburg,AG,ja
44735,4169_1,Kaisten,645730,265657,,,Laufenburg,AG,
44736,4178_1,Sulz b. Laufenburg,649500,265000,,,Laufenburg,AG,
44737,4175_1,Oeschgen,643577,263291,,,Laufenburg,AG,
44738,4175_2,Oeschgen 2,643577,263291,,,Laufenburg,AG,
44739,4168_1,Ittenthal,646689,263161,,,Laufenburg,AG,
44740,4106_1,Mönthal,653077,263244,,,Brugg,AG,
44741,4163_1,Frick,643257,262001,,,Laufenburg,AG,ja
44742,4167_1,Hornussen,647047,261078,,,Laufenburg,AG,
44743,4170_1,Laufenburg,646879,268092,,,Laufenburg,AG,ja
44744,4097_1,Elfingen,649756,262021,,,Brugg,AG,ja
44745,4307_1,Full,657798,274174,,,Zurzach,AG,
44746,4310_1,Koblenz,660272,273495,,,Zurzach,AG,
44747,4316_1,Rietheim,663150,272518,,,Zurzach,AG,
44748,4311_1,Leibstadt,655422,271234,,,Zurzach,AG,ja
44749,4323_1,Zurzach,664502,271150,,,Zurzach,AG,ja
44750,4309_1,Klingnau,661077,270298,,,Zurzach,AG,
44751,4303_1,Kleindöttingen,660777,269209,,,Zurzach,AG,
44752,4304_1,Döttingen,661530,269239,,,Zurzach,AG,
44753,4304_2,Döttingen 2,661530,269239,,,Zurzach,AG,
44754,4315_1,Rekingen ,666465,269155,,,Zurzach,AG,
44755,4105_1,Mandach,656246,266484,,,Brugg,AG,
44756,4302_1,Böbikon,667364,267400,,,Zurzach,AG,
44757,4312_1,Vogelsang,666518,265901,,,Zurzach,AG,
44758,4305_1,Endingen (Ober-),664100,265600,,,Zurzach,AG,
44759,4047_1,Würenlingen,661700,264792,,,Baden,AG,ja
44760,4047_2,Würenlingen 2,661700,264792,,,Baden,AG,ja
44761,4121_1,Villigen,658445,264241,,,Brugg,AG,ja
44762,4110_1,Remigen,656544,263046,,,Brugg,AG,
44763,4116_1,Stilli,659743,262957,,,Brugg,AG,
44764,4312_2,Lengnau,667100,263680,,,Zurzach,AG,
44765,4112_1,Rüfenach,657738,262307,,,Brugg,AG,
44766,4095_1,Lauffohr,659687,261163,,,Brugg,AG,
44767,4044_1,Untersiggenthal,661419,261566,,,Baden,AG,
44768,4028_1,Freienwil,667014,261802,,,Baden,AG,
44769,4313_1,Leuggern,658442,270321,,,Zurzach,AG,
44770,437_1,Mont-Tramelan,571681,228310,,,Courtelary,BE,ja
44771,392_1,Pieterlen,592384,224903,,,Büren,BE,ja / ja
44772,443_1,Mont-Soleil,565401,223743,,,Courtelary,BE,ja
44773,445_1,La Chaux d'Abel Gm. Sonvilier,560925,223305,,,Courtelary,BE,ja
44774,753_1,Twann,578588,216028,,,Nidau,BE,ja
44775,740_1,Ligerz,576973,214816,,,Nidau,BE,ja
44776,746_1,Safnern,591254,222104,,,Nidau,BE,ja
44777,744_1,Orpund,590001,220899,,,Nidau,BE,ja
44778,389_1,Meienried,592514,220779,,,Büren,BE,ja
44779,747_1,Scheuren,590599,220399,,,Nidau,BE,ja
44780,371_1,Biel ,585441,220662,,,Biel,BE,ja
44781,748_1,Schwadernau,589950,219852,,,Nidau,BE,ja
44782,743_1,Nidau,584960,219599,,,Nidau,BE,ja
44783,733_1,Brügg,587850,219213,,,Nidau,BE,ja
44784,731_1,Aegerten,588613,218955,,,Nidau,BE,ja
44785,752_1,Tüscherz,581378,218005,,,Nidau,BE,ja
44786,739_1,Ipsach,584514,218316,,,Nidau,BE,ja
44787,745_1,Port,586075,218411,,,Nidau,BE,ja
44788,749_1,Studen,589644,217864,,,Nidau,BE,ja
44789,750_1,Sutz,583395,216811,,,Nidau,BE,ja
44790,732_1,Bellmund,585409,217587,,,Nidau,BE,ja
44791,738_1,Jens,586729,216325,,,Nidau,BE,ja
44792,755_1,Worben,588692,216266,,,Nidau,BE,ja
44793,384_1,Busswil,591395,216570,,,Büren,BE,ja
44794,742_1,Mörigen,582621,214653,,,Nidau,BE,ja
44795,737_1,Hermrigen,585224,214503,,,Nidau,BE,ja
44796,741_1,Merzligen,585793,215147,,,Nidau,BE,ja
44797,306_2,Hardern Gm. Lyss,591523,215027,,,Aarberg,BE,ja
44798,492_1,Erlach,574025,210324,,,Erlach,BE,ja
44799,497_1,Lüscherz,578156,210684,,,Erlach,BE,ja
44800,502_1,Vinelz,575116,209243,,,Erlach,BE,ja
44801,494_1,Gals,570434,208598,,,Erlach,BE,ja / in Bearb.
44802,501_1,Tschugg,572499,208524,,,Erlach,BE,ja
44803,491_1,Brüttelen,577892,207918,,,Erlach,BE,ja
44804,495_1,Gampelen,571055,207135,,,Erlach,BE,ja
44805,496_1,Ins,574718,206121,,,Erlach,BE,ja
44806,500_1,Treiten,578776,206598,,,Erlach,BE,ja
44807,305_1,Werdthof,587874,214700,,,Aarberg,BE,ja
44808,751_1,Gerolfingen,581726,213884,,,Nidau,BE,ja
44809,735_1,Epsach,583350,213188,,,Nidau,BE,ja
44810,734_1,Bühl,585254,213307,,,Nidau,BE,ja
44811,306_1,Lyss,589967,213671,,,Aarberg,BE,ja
44812,751_2,Täuffelen,581739,212869,,,Nidau,BE,ja
44813,754_1,Walperswil,583916,212119,,,Nidau,BE,ja
44814,305_2,Kappelen,586905,212015,,,Aarberg,BE,ja
44815,301_1,Aarberg,587631,210386,,,Aarberg,BE,ja
44816,312_1,Wiler Gm. Seedorf,590992,210842,,,Aarberg,BE,ja
